state,district,stage,sex,date,teachers
Sabah,Tawau,primary,both,2021-01-01,2329
Sabah,Tawau,primary,both,2022-01-01,2327
Sabah,Tawau,primary,female,2017-01-01,1543
Sabah,Tawau,primary,female,2018-01-01,1598
Sabah,Tawau,primary,female,2019-01-01,1568
Sabah,Tawau,primary,female,2020-01-01,1599
Sabah,Tawau,primary,female,2021-01-01,1609
Sabah,Tawau,primary,female,2022-01-01,1607
Sabah,Tawau,primary,male,2017-01-01,715
Sabah,Tawau,primary,male,2018-01-01,718
Sabah,Tawau,primary,male,2019-01-01,707
Sabah,Tawau,primary,male,2020-01-01,723
Sabah,Tawau,primary,male,2021-01-01,720
Sabah,Tawau,primary,male,2022-01-01,720
Sabah,Tawau,secondary,both,2017-01-01,1567
Sabah,Tawau,secondary,both,2018-01-01,1637
Sabah,Tawau,secondary,both,2019-01-01,1655
Sabah,Tawau,secondary,both,2020-01-01,1691
Sabah,Tawau,secondary,both,2021-01-01,1677
Sabah,Tawau,secondary,both,2022-01-01,1740
Sabah,Tawau,secondary,female,2017-01-01,962
Sabah,Tawau,secondary,female,2018-01-01,1007
Sabah,Tawau,secondary,female,2019-01-01,1026
Sabah,Tawau,secondary,female,2020-01-01,1067
Sabah,Tawau,secondary,female,2021-01-01,1065
Sabah,Tawau,secondary,female,2022-01-01,1127
Sabah,Tawau,secondary,male,2017-01-01,605
Sabah,Tawau,secondary,male,2018-01-01,630
Sabah,Tawau,secondary,male,2019-01-01,629
Sabah,Tawau,secondary,male,2020-01-01,624
Sabah,Tawau,secondary,male,2021-01-01,612
Sabah,Tawau,secondary,male,2022-01-01,613
Sabah,Telupid,primary,both,2018-01-01,187
Sabah,Telupid,primary,both,2019-01-01,172
Sabah,Telupid,primary,both,2020-01-01,176
Sabah,Telupid,primary,both,2021-01-01,173
Sabah,Telupid,primary,both,2022-01-01,174
Sabah,Telupid,primary,female,2018-01-01,102
Sabah,Telupid,primary,female,2019-01-01,94
Sabah,Telupid,primary,female,2020-01-01,101
Sabah,Telupid,primary,female,2021-01-01,101
Sabah,Telupid,primary,female,2022-01-01,107
Sabah,Telupid,primary,male,2018-01-01,85
Sabah,Telupid,primary,male,2019-01-01,78
Sabah,Telupid,primary,male,2020-01-01,75
Sabah,Telupid,primary,male,2021-01-01,72
Sabah,Telupid,primary,male,2022-01-01,67
Sabah,Telupid,secondary,both,2018-01-01,127
Sabah,Telupid,secondary,both,2019-01-01,128
Sabah,Telupid,secondary,both,2020-01-01,127
Sabah,Telupid,secondary,both,2021-01-01,122
Sabah,Telupid,secondary,both,2022-01-01,133
Sabah,Telupid,secondary,female,2018-01-01,70
Sabah,Telupid,secondary,female,2019-01-01,69
Sabah,Telupid,secondary,female,2020-01-01,69
Sabah,Telupid,secondary,female,2021-01-01,68
Sabah,Telupid,secondary,female,2022-01-01,71
Sabah,Telupid,secondary,male,2018-01-01,57
Sabah,Telupid,secondary,male,2019-01-01,59
Sabah,Telupid,secondary,male,2020-01-01,58
Sabah,Telupid,secondary,male,2021-01-01,54
Sabah,Telupid,secondary,male,2022-01-01,62
Sabah,Tenom,primary,both,2017-01-01,734
Sabah,Tenom,primary,both,2018-01-01,819
Sabah,Tenom,primary,both,2019-01-01,789
Sabah,Tenom,primary,both,2020-01-01,798
Sabah,Tenom,primary,both,2021-01-01,809
Sabah,Tenom,primary,both,2022-01-01,815
Sabah,Tenom,primary,female,2017-01-01,420
Sabah,Tenom,primary,female,2018-01-01,485
Sabah,Tenom,primary,female,2019-01-01,467
Sabah,Tenom,primary,female,2020-01-01,477
Sabah,Tenom,primary,female,2021-01-01,485
Sabah,Tenom,primary,female,2022-01-01,487
Sabah,Tenom,primary,male,2017-01-01,314
Sabah,Tenom,primary,male,2018-01-01,334
Sabah,Tenom,primary,male,2019-01-01,322
Sabah,Tenom,primary,male,2020-01-01,321
Sabah,Tenom,primary,male,2021-01-01,324
Sabah,Tenom,primary,male,2022-01-01,328
Sabah,Tenom,secondary,both,2017-01-01,341
Sabah,Tenom,secondary,both,2018-01-01,339
Sabah,Tenom,secondary,both,2019-01-01,335
Sabah,Tenom,secondary,both,2020-01-01,341
Sabah,Tenom,secondary,both,2021-01-01,325
Sabah,Tenom,secondary,both,2022-01-01,341
Sabah,Tenom,secondary,female,2017-01-01,223
Sabah,Tenom,secondary,female,2018-01-01,214
Sabah,Tenom,secondary,female,2019-01-01,210
Sabah,Tenom,secondary,female,2020-01-01,220
Sabah,Tenom,secondary,female,2021-01-01,209
Sabah,Tenom,secondary,female,2022-01-01,221
Sabah,Tenom,secondary,male,2017-01-01,118
Sabah,Tenom,secondary,male,2018-01-01,125
Sabah,Tenom,secondary,male,2019-01-01,125
Sabah,Tenom,secondary,male,2020-01-01,121
Sabah,Tenom,secondary,male,2021-01-01,116
Sabah,Tenom,secondary,male,2022-01-01,120
Sabah,Tongod,primary,both,2017-01-01,488
Sabah,Tongod,primary,both,2018-01-01,360
Sabah,Tongod,primary,both,2019-01-01,354
Sabah,Tongod,primary,both,2020-01-01,366
Sabah,Tongod,primary,both,2021-01-01,366
Sabah,Tongod,primary,both,2022-01-01,363
Sabah,Tongod,primary,female,2017-01-01,174
Sabah,Tongod,primary,female,2018-01-01,122
Sabah,Tongod,primary,female,2019-01-01,122
Sabah,Tongod,primary,female,2020-01-01,136
Sabah,Tongod,primary,female,2021-01-01,145
Sabah,Tongod,primary,female,2022-01-01,153
Sabah,Tongod,primary,male,2017-01-01,314
Sabah,Tongod,primary,male,2018-01-01,238
Sabah,Tongod,primary,male,2019-01-01,232
Sabah,Tongod,primary,male,2020-01-01,230
Sabah,Tongod,primary,male,2021-01-01,221
Sabah,Tongod,primary,male,2022-01-01,210
Sabah,Tongod,secondary,both,2017-01-01,264
Sabah,Tongod,secondary,both,2018-01-01,147
Sabah,Tongod,secondary,both,2019-01-01,163
Sabah,Tongod,secondary,both,2020-01-01,159
Sabah,Tongod,secondary,both,2021-01-01,155
Sabah,Tongod,secondary,both,2022-01-01,176
Sabah,Tongod,secondary,female,2017-01-01,122
Sabah,Tongod,secondary,female,2018-01-01,63
Sabah,Tongod,secondary,female,2019-01-01,74
Sabah,Tongod,secondary,female,2020-01-01,73
Sabah,Tongod,secondary,female,2021-01-01,71
Sabah,Tongod,secondary,female,2022-01-01,87
Sabah,Tongod,secondary,male,2017-01-01,142
Sabah,Tongod,secondary,male,2018-01-01,84
Sabah,Tongod,secondary,male,2019-01-01,89
Sabah,Tongod,secondary,male,2020-01-01,86
Sabah,Tongod,secondary,male,2021-01-01,84
Sabah,Tongod,secondary,male,2022-01-01,89
Sabah,Tuaran,primary,both,2017-01-01,1437
Sabah,Tuaran,primary,both,2018-01-01,1497
Sabah,Tuaran,primary,both,2019-01-01,1510
Sabah,Tuaran,primary,both,2020-01-01,1547
Sabah,Tuaran,primary,both,2021-01-01,1562
Sabah,Tuaran,primary,both,2022-01-01,1583
Sabah,Tuaran,primary,female,2017-01-01,872
Sabah,Tuaran,primary,female,2018-01-01,928
Sabah,Tuaran,primary,female,2019-01-01,944
Sabah,Tuaran,primary,female,2020-01-01,983
Sabah,Tuaran,primary,female,2021-01-01,998
Sabah,Tuaran,primary,female,2022-01-01,1009
Sabah,Tuaran,primary,male,2017-01-01,565
Sabah,Tuaran,primary,male,2018-01-01,569
Sabah,Tuaran,primary,male,2019-01-01,566
Sabah,Tuaran,primary,male,2020-01-01,564
Sabah,Tuaran,primary,male,2021-01-01,564
Sabah,Tuaran,primary,male,2022-01-01,574
Sabah,Tuaran,secondary,both,2017-01-01,769
Sabah,Tuaran,secondary,both,2018-01-01,758
Sabah,Tuaran,secondary,both,2019-01-01,772
Sabah,Tuaran,secondary,both,2020-01-01,785
Sabah,Tuaran,secondary,both,2021-01-01,795
Sabah,Tuaran,secondary,both,2022-01-01,811
Sabah,Tuaran,secondary,female,2017-01-01,495
Sabah,Tuaran,secondary,female,2018-01-01,491
Sabah,Tuaran,secondary,female,2019-01-01,501
Sabah,Tuaran,secondary,female,2020-01-01,523
Sabah,Tuaran,secondary,female,2021-01-01,537
Sabah,Tuaran,secondary,female,2022-01-01,552
Sabah,Tuaran,secondary,male,2017-01-01,274
Sabah,Tuaran,secondary,male,2018-01-01,267
Sabah,Tuaran,secondary,male,2019-01-01,271
Sabah,Tuaran,secondary,male,2020-01-01,262
Sabah,Tuaran,secondary,male,2021-01-01,258
Sabah,Tuaran,secondary,male,2022-01-01,259
Sarawak,All Districts,primary,both,2017-01-01,24958
Sarawak,All Districts,primary,both,2018-01-01,25734
Sarawak,All Districts,primary,both,2019-01-01,25392
Sarawak,All Districts,primary,both,2020-01-01,25252
Sarawak,All Districts,primary,both,2021-01-01,24831
Sarawak,All Districts,primary,both,2022-01-01,24484
Sarawak,All Districts,primary,female,2017-01-01,15215
Sarawak,All Districts,primary,female,2018-01-01,16270
Sarawak,All Districts,primary,female,2019-01-01,16124
Sarawak,All Districts,primary,female,2020-01-01,16185
Sarawak,All Districts,primary,female,2021-01-01,16030
Sarawak,All Districts,primary,female,2022-01-01,15990
Sarawak,All Districts,primary,male,2017-01-01,9743
Sarawak,All Districts,primary,male,2018-01-01,9464
Sarawak,All Districts,primary,male,2019-01-01,9268
Sarawak,All Districts,primary,male,2020-01-01,9067
Sarawak,All Districts,primary,male,2021-01-01,8801
Sarawak,All Districts,primary,male,2022-01-01,8494
Sarawak,All Districts,secondary,both,2017-01-01,15385
Sarawak,All Districts,secondary,both,2018-01-01,15722
Sarawak,All Districts,secondary,both,2019-01-01,15520
Sarawak,All Districts,secondary,both,2020-01-01,15133
Sarawak,All Districts,secondary,both,2021-01-01,14606
Sarawak,All Districts,secondary,both,2022-01-01,15336
Sarawak,All Districts,secondary,female,2017-01-01,9739
Sarawak,All Districts,secondary,female,2018-01-01,10127
Sarawak,All Districts,secondary,female,2019-01-01,10053
Sarawak,All Districts,secondary,female,2020-01-01,9878
Sarawak,All Districts,secondary,female,2021-01-01,9556
Sarawak,All Districts,secondary,female,2022-01-01,10189
Sarawak,All Districts,secondary,male,2017-01-01,5646
Sarawak,All Districts,secondary,male,2018-01-01,5595
Sarawak,All Districts,secondary,male,2019-01-01,5467
Sarawak,All Districts,secondary,male,2020-01-01,5255
Sarawak,All Districts,secondary,male,2021-01-01,5050
Sarawak,All Districts,secondary,male,2022-01-01,5147
Sarawak,Asajaya,primary,both,2018-01-01,523
Sarawak,Asajaya,primary,both,2019-01-01,528
Sarawak,Asajaya,primary,both,2020-01-01,531
Sarawak,Asajaya,primary,both,2021-01-01,520
Sarawak,Asajaya,primary,both,2022-01-01,508
Sarawak,Asajaya,primary,female,2018-01-01,316
Sarawak,Asajaya,primary,female,2019-01-01,319
Sarawak,Asajaya,primary,female,2020-01-01,317
Sarawak,Asajaya,primary,female,2021-01-01,316
Sarawak,Asajaya,primary,female,2022-01-01,306
Sarawak,Asajaya,primary,male,2018-01-01,207
Sarawak,Asajaya,primary,male,2019-01-01,209
Sarawak,Asajaya,primary,male,2020-01-01,214
Sarawak,Asajaya,primary,male,2021-01-01,204
Sarawak,Asajaya,primary,male,2022-01-01,202
Sarawak,Asajaya,secondary,both,2018-01-01,342
Sarawak,Asajaya,secondary,both,2019-01-01,326
Sarawak,Asajaya,secondary,both,2020-01-01,333
Sarawak,Asajaya,secondary,both,2021-01-01,329
Sarawak,Asajaya,secondary,both,2022-01-01,342
Sarawak,Asajaya,secondary,female,2018-01-01,188
Sarawak,Asajaya,secondary,female,2019-01-01,175
Sarawak,Asajaya,secondary,female,2020-01-01,183
Sarawak,Asajaya,secondary,female,2021-01-01,183
Sarawak,Asajaya,secondary,female,2022-01-01,198
Sarawak,Asajaya,secondary,male,2018-01-01,154
Sarawak,Asajaya,secondary,male,2019-01-01,151
Sarawak,Asajaya,secondary,male,2020-01-01,150
Sarawak,Asajaya,secondary,male,2021-01-01,146
Sarawak,Asajaya,secondary,male,2022-01-01,144
Sarawak,Bau,primary,both,2017-01-01,621
Sarawak,Bau,primary,both,2018-01-01,651
Sarawak,Bau,primary,both,2019-01-01,660
Sarawak,Bau,primary,both,2020-01-01,658
Sarawak,Bau,primary,both,2021-01-01,655
Sarawak,Bau,primary,both,2022-01-01,657
Sarawak,Bau,primary,female,2017-01-01,379
Sarawak,Bau,primary,female,2018-01-01,424
Sarawak,Bau,primary,female,2019-01-01,427
Sarawak,Bau,primary,female,2020-01-01,428
Sarawak,Bau,primary,female,2021-01-01,423
Sarawak,Bau,primary,female,2022-01-01,440
Sarawak,Bau,primary,male,2017-01-01,242
Sarawak,Bau,primary,male,2018-01-01,227
Sarawak,Bau,primary,male,2019-01-01,233
Sarawak,Bau,primary,male,2020-01-01,230
Sarawak,Bau,primary,male,2021-01-01,232
Sarawak,Bau,primary,male,2022-01-01,217
Sarawak,Bau,secondary,both,2017-01-01,378
Sarawak,Bau,secondary,both,2018-01-01,373
Sarawak,Bau,secondary,both,2019-01-01,377
Sarawak,Bau,secondary,both,2020-01-01,371
Sarawak,Bau,secondary,both,2021-01-01,364
Sarawak,Bau,secondary,both,2022-01-01,377
Sarawak,Bau,secondary,female,2017-01-01,237
Sarawak,Bau,secondary,female,2018-01-01,240
Sarawak,Bau,secondary,female,2019-01-01,238
Sarawak,Bau,secondary,female,2020-01-01,238
Sarawak,Bau,secondary,female,2021-01-01,233
Sarawak,Bau,secondary,female,2022-01-01,244
Sarawak,Bau,secondary,male,2017-01-01,141
Sarawak,Bau,secondary,male,2018-01-01,133
Sarawak,Bau,secondary,male,2019-01-01,139
Sarawak,Bau,secondary,male,2020-01-01,133
Sarawak,Bau,secondary,male,2021-01-01,131
Sarawak,Bau,secondary,male,2022-01-01,133
Sarawak,Belaga,primary,both,2017-01-01,271
Sarawak,Belaga,primary,both,2018-01-01,205
Sarawak,Belaga,primary,both,2019-01-01,195
Sarawak,Belaga,primary,both,2020-01-01,203
Sarawak,Belaga,primary,both,2021-01-01,197
Sarawak,Belaga,primary,both,2022-01-01,199
Sarawak,Belaga,primary,female,2017-01-01,113
Sarawak,Belaga,primary,female,2018-01-01,83
Sarawak,Belaga,primary,female,2019-01-01,78
Sarawak,Belaga,primary,female,2020-01-01,80
Sarawak,Belaga,primary,female,2021-01-01,86
Sarawak,Belaga,primary,female,2022-01-01,91
Sarawak,Belaga,primary,male,2017-01-01,158
Sarawak,Belaga,primary,male,2018-01-01,122
Sarawak,Belaga,primary,male,2019-01-01,117
Sarawak,Belaga,primary,male,2020-01-01,123
Sarawak,Belaga,primary,male,2021-01-01,111
Sarawak,Belaga,primary,male,2022-01-01,108
Sarawak,Belaga,secondary,both,2017-01-01,148
Sarawak,Belaga,secondary,both,2018-01-01,151
Sarawak,Belaga,secondary,both,2019-01-01,149
Sarawak,Belaga,secondary,both,2020-01-01,150
Sarawak,Belaga,secondary,both,2021-01-01,139
Sarawak,Belaga,secondary,both,2022-01-01,143
Sarawak,Belaga,secondary,female,2017-01-01,59
Sarawak,Belaga,secondary,female,2018-01-01,66
Sarawak,Belaga,secondary,female,2019-01-01,66
Sarawak,Belaga,secondary,female,2020-01-01,66
Sarawak,Belaga,secondary,female,2021-01-01,62
Sarawak,Belaga,secondary,female,2022-01-01,64
Sarawak,Belaga,secondary,male,2017-01-01,89
Sarawak,Belaga,secondary,male,2018-01-01,85
Sarawak,Belaga,secondary,male,2019-01-01,83
Sarawak,Belaga,secondary,male,2020-01-01,84
Sarawak,Belaga,secondary,male,2021-01-01,77
Sarawak,Belaga,secondary,male,2022-01-01,79
Sarawak,Betong,primary,both,2017-01-01,888
Sarawak,Betong,primary,both,2018-01-01,903
Sarawak,Betong,primary,both,2019-01-01,910
Sarawak,Betong,primary,both,2020-01-01,903
Sarawak,Betong,primary,both,2021-01-01,883
Sarawak,Betong,primary,both,2022-01-01,840
Sarawak,Betong,primary,female,2017-01-01,438
Sarawak,Betong,primary,female,2018-01-01,497
Sarawak,Betong,primary,female,2019-01-01,511
Sarawak,Betong,primary,female,2020-01-01,510
Sarawak,Betong,primary,female,2021-01-01,502
Sarawak,Betong,primary,female,2022-01-01,487
Sarawak,Betong,primary,male,2017-01-01,450
Sarawak,Betong,primary,male,2018-01-01,406
Sarawak,Betong,primary,male,2019-01-01,399
Sarawak,Betong,primary,male,2020-01-01,393
Sarawak,Betong,primary,male,2021-01-01,381
Sarawak,Betong,primary,male,2022-01-01,353
Sarawak,Betong,secondary,both,2017-01-01,559
Sarawak,Betong,secondary,both,2018-01-01,633
Sarawak,Betong,secondary,both,2019-01-01,604
Sarawak,Betong,secondary,both,2020-01-01,582
Sarawak,Betong,secondary,both,2021-01-01,557
Sarawak,Betong,secondary,both,2022-01-01,589
Sarawak,Betong,secondary,female,2017-01-01,297
Sarawak,Betong,secondary,female,2018-01-01,346
Sarawak,Betong,secondary,female,2019-01-01,336
Sarawak,Betong,secondary,female,2020-01-01,324
Sarawak,Betong,secondary,female,2021-01-01,312
Sarawak,Betong,secondary,female,2022-01-01,331
Sarawak,Betong,secondary,male,2017-01-01,262
Sarawak,Betong,secondary,male,2018-01-01,287
Sarawak,Betong,secondary,male,2019-01-01,268
Sarawak,Betong,secondary,male,2020-01-01,258
Sarawak,Betong,secondary,male,2021-01-01,245
Sarawak,Betong,secondary,male,2022-01-01,258
Sarawak,Bintulu,primary,both,2017-01-01,1103
Sarawak,Bintulu,primary,both,2018-01-01,1173
Sarawak,Bintulu,primary,both,2019-01-01,1171
Sarawak,Bintulu,primary,both,2020-01-01,1166
Sarawak,Bintulu,primary,both,2021-01-01,1154
Sarawak,Bintulu,primary,both,2022-01-01,1129
Sarawak,Bintulu,primary,female,2017-01-01,821
Sarawak,Bintulu,primary,female,2018-01-01,866
Sarawak,Bintulu,primary,female,2019-01-01,864
Sarawak,Bintulu,primary,female,2020-01-01,868
Sarawak,Bintulu,primary,female,2021-01-01,860
Sarawak,Bintulu,primary,female,2022-01-01,846
Sarawak,Bintulu,primary,male,2017-01-01,282
Sarawak,Bintulu,primary,male,2018-01-01,307
Sarawak,Bintulu,primary,male,2019-01-01,307
Sarawak,Bintulu,primary,male,2020-01-01,298
Sarawak,Bintulu,primary,male,2021-01-01,294
Sarawak,Bintulu,primary,male,2022-01-01,283
Sarawak,Bintulu,secondary,both,2017-01-01,913
Sarawak,Bintulu,secondary,both,2018-01-01,972
Sarawak,Bintulu,secondary,both,2019-01-01,980
Sarawak,Bintulu,secondary,both,2020-01-01,940
Sarawak,Bintulu,secondary,both,2021-01-01,900
Sarawak,Bintulu,secondary,both,2022-01-01,975
Sarawak,Bintulu,secondary,female,2017-01-01,669
Sarawak,Bintulu,secondary,female,2018-01-01,711
Sarawak,Bintulu,secondary,female,2019-01-01,715
Sarawak,Bintulu,secondary,female,2020-01-01,694
Sarawak,Bintulu,secondary,female,2021-01-01,668
Sarawak,Bintulu,secondary,female,2022-01-01,721
Sarawak,Bintulu,secondary,male,2017-01-01,244
Sarawak,Bintulu,secondary,male,2018-01-01,261
Sarawak,Bintulu,secondary,male,2019-01-01,265
Sarawak,Bintulu,secondary,male,2020-01-01,246
Sarawak,Bintulu,secondary,male,2021-01-01,232
Sarawak,Bintulu,secondary,male,2022-01-01,254
Sarawak,Dalat,primary,both,2017-01-01,399
Sarawak,Dalat,primary,both,2018-01-01,414
Sarawak,Dalat,primary,both,2019-01-01,395
Sarawak,Dalat,primary,both,2020-01-01,389
Sarawak,Dalat,primary,both,2021-01-01,379
Sarawak,Dalat,primary,both,2022-01-01,365
Sarawak,Dalat,primary,female,2017-01-01,228
Sarawak,Dalat,primary,female,2018-01-01,256
Sarawak,Dalat,primary,female,2019-01-01,242
Sarawak,Dalat,primary,female,2020-01-01,245
Sarawak,Dalat,primary,female,2021-01-01,237
Sarawak,Dalat,primary,female,2022-01-01,231
Sarawak,Dalat,primary,male,2017-01-01,171
Sarawak,Dalat,primary,male,2018-01-01,158
Sarawak,Dalat,primary,male,2019-01-01,153
Sarawak,Dalat,primary,male,2020-01-01,144
Sarawak,Dalat,primary,male,2021-01-01,142
Sarawak,Dalat,primary,male,2022-01-01,134
Sarawak,Dalat,secondary,both,2017-01-01,231
Sarawak,Dalat,secondary,both,2018-01-01,239
Sarawak,Dalat,secondary,both,2019-01-01,230
Sarawak,Dalat,secondary,both,2020-01-01,215
Sarawak,Dalat,secondary,both,2021-01-01,200
Sarawak,Dalat,secondary,both,2022-01-01,216
Sarawak,Dalat,secondary,female,2017-01-01,120
Sarawak,Dalat,secondary,female,2018-01-01,134
Sarawak,Dalat,secondary,female,2019-01-01,127
Sarawak,Dalat,secondary,female,2020-01-01,118
Sarawak,Dalat,secondary,female,2021-01-01,106
Sarawak,Dalat,secondary,female,2022-01-01,115
Sarawak,Dalat,secondary,male,2017-01-01,111
Sarawak,Dalat,secondary,male,2018-01-01,105
Sarawak,Dalat,secondary,male,2019-01-01,103
Sarawak,Dalat,secondary,male,2020-01-01,97
Sarawak,Dalat,secondary,male,2021-01-01,94
Sarawak,Dalat,secondary,male,2022-01-01,101
Sarawak,Daro,primary,both,2017-01-01,668
Sarawak,Daro,primary,both,2018-01-01,678
Sarawak,Daro,primary,both,2019-01-01,685
Sarawak,Daro,primary,both,2020-01-01,670
Sarawak,Daro,primary,both,2021-01-01,641
Sarawak,Daro,primary,both,2022-01-01,612
Sarawak,Daro,primary,female,2017-01-01,367
Sarawak,Daro,primary,female,2018-01-01,375
Sarawak,Daro,primary,female,2019-01-01,378
Sarawak,Daro,primary,female,2020-01-01,373
Sarawak,Daro,primary,female,2021-01-01,358
Sarawak,Daro,primary,female,2022-01-01,349
Sarawak,Daro,primary,male,2017-01-01,301
Sarawak,Daro,primary,male,2018-01-01,303
Sarawak,Daro,primary,male,2019-01-01,307
Sarawak,Daro,primary,male,2020-01-01,297
Sarawak,Daro,primary,male,2021-01-01,283
Sarawak,Daro,primary,male,2022-01-01,263
Sarawak,Daro,secondary,both,2017-01-01,195
Sarawak,Daro,secondary,both,2018-01-01,178
Sarawak,Daro,secondary,both,2019-01-01,178
Sarawak,Daro,secondary,both,2020-01-01,176
Sarawak,Daro,secondary,both,2021-01-01,167
Sarawak,Daro,secondary,both,2022-01-01,182
Sarawak,Daro,secondary,female,2017-01-01,105
Sarawak,Daro,secondary,female,2018-01-01,96
Sarawak,Daro,secondary,female,2019-01-01,95
Sarawak,Daro,secondary,female,2020-01-01,94
Sarawak,Daro,secondary,female,2021-01-01,90
Sarawak,Daro,secondary,female,2022-01-01,98
Sarawak,Daro,secondary,male,2017-01-01,90
Sarawak,Daro,secondary,male,2018-01-01,82
Sarawak,Daro,secondary,male,2019-01-01,83
Sarawak,Daro,secondary,male,2020-01-01,82
Sarawak,Daro,secondary,male,2021-01-01,77
Sarawak,Daro,secondary,male,2022-01-01,84
Sarawak,Julau,primary,both,2017-01-01,466
Sarawak,Julau,primary,both,2018-01-01,497
Sarawak,Julau,primary,both,2019-01-01,475
Sarawak,Julau,primary,both,2020-01-01,499
Sarawak,Julau,primary,both,2021-01-01,486
Sarawak,Julau,primary,both,2022-01-01,500
Sarawak,Julau,primary,female,2017-01-01,185
Sarawak,Julau,primary,female,2018-01-01,217
Sarawak,Julau,primary,female,2019-01-01,205
Sarawak,Julau,primary,female,2020-01-01,214
Sarawak,Julau,primary,female,2021-01-01,215
Sarawak,Julau,primary,female,2022-01-01,225
Sarawak,Julau,primary,male,2017-01-01,281
Sarawak,Julau,primary,male,2018-01-01,280
Sarawak,Julau,primary,male,2019-01-01,270
Sarawak,Julau,primary,male,2020-01-01,285
Sarawak,Julau,primary,male,2021-01-01,271
Sarawak,Julau,primary,male,2022-01-01,275
Sarawak,Julau,secondary,both,2017-01-01,169
Sarawak,Julau,secondary,both,2018-01-01,170
Sarawak,Julau,secondary,both,2019-01-01,168
Sarawak,Julau,secondary,both,2020-01-01,168
